OpenROAD 26Q2-254-g61932e897 
Features included (+) or not (-): +GPU +GUI +Python
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
openroad> read_db physical/results/padframe/route/floorplan.odb
openroad> connect_by_abutment
[ERROR PAD-0002] IO_CORNER_NORTH_WEST_INST/DVDD (VDD) and IO_FILL_N_0355/DVSS (VSS) are touching, but are connected to different nets
PAD-0002
while evaluating connect_by_abutment
openroad> check_power_grid -net VDD -error_file physical/results/padframe/pdn_trials/oriented_abutment/vdd_errors.rpt
[WARNING PSM-0038] Unconnected shape on net VDD at (375.200um, 503.550um) - (376.565um, 504.450um), layer: Metal1.
[WARNING PSM-0039] Unconnected instance IO_FILL_S_0540/VDD at location (542.500um, 285.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0540/VDD at location (542.500um, 1949.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0540/DVDD at location (542.500um, 2012.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_S_0545/VDD at location (547.500um, 285.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0545/VDD at location (547.500um, 1949.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0545/DVDD at location (547.500um, 2012.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_S_0550/VDD at location (552.500um, 285.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0550/VDD at location (552.500um, 1949.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0550/DVDD at location (552.500um, 2012.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_S_0555/VDD at location (557.500um, 285.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0555/VDD at location (557.500um, 1949.500um).
[WARNING PSM-0039] Unconnected instance IO_FILL_N_0555/DVDD at location (557.500um, 2012.500um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_0_Left_221/VDD at location (559.016um, 563.564um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_1_Left_222/VDD at location (559.016um, 565.395um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_2_Left_223/VDD at location (559.016um, 573.644um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_3_Left_224/VDD at location (559.016um, 575.476um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_4_Left_225/VDD at location (559.016um, 583.724um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_5_Left_226/VDD at location (559.016um, 585.556um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_6_Left_227/VDD at location (559.016um, 593.804um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_7_Left_228/VDD at location (559.016um, 595.635um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_8_Left_229/VDD at location (559.016um, 603.884um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_9_Left_230/VDD at location (559.016um, 605.716um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_10_Left_231/VDD at location (559.016um, 613.964um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_11_Left_232/VDD at location (559.016um, 615.795um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_12_Left_233/VDD at location (559.016um, 624.044um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_13_Left_234/VDD at location (559.016um, 625.875um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_14_Left_235/VDD at location (559.016um, 634.124um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_15_Left_236/VDD at location (559.016um, 635.956um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_16_Left_237/VDD at location (559.016um, 644.204um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_17_Left_238/VDD at location (559.016um, 646.035um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_18_Left_239/VDD at location (559.016um, 654.284um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_19_Left_240/VDD at location (559.016um, 656.115um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_20_Left_241/VDD at location (559.016um, 664.364um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_21_Left_242/VDD at location (559.016um, 666.196um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_22_Left_243/VDD at location (559.016um, 674.444um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_23_Left_244/VDD at location (559.016um, 676.275um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_24_Left_245/VDD at location (559.016um, 684.524um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_25_Left_246/VDD at location (559.016um, 686.356um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_26_Left_247/VDD at location (559.016um, 694.604um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_27_Left_248/VDD at location (559.016um, 696.436um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_28_Left_249/VDD at location (559.016um, 704.684um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_29_Left_250/VDD at location (559.016um, 706.515um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_30_Left_251/VDD at location (559.016um, 714.764um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_31_Left_252/VDD at location (559.016um, 716.596um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_32_Left_253/VDD at location (559.016um, 724.844um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_33_Left_254/VDD at location (559.016um, 726.676um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_34_Left_255/VDD at location (559.016um, 734.924um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_35_Left_256/VDD at location (559.016um, 736.755um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_36_Left_257/VDD at location (559.016um, 745.004um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_37_Left_258/VDD at location (559.016um, 746.836um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_38_Left_259/VDD at location (559.016um, 755.084um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_39_Left_260/VDD at location (559.016um, 756.915um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_40_Left_261/VDD at location (559.016um, 765.164um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_41_Left_262/VDD at location (559.016um, 766.995um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_42_Left_263/VDD at location (559.016um, 775.244um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_43_Left_264/VDD at location (559.016um, 777.076um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_44_Left_265/VDD at location (559.016um, 785.324um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_45_Left_266/VDD at location (559.016um, 787.155um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_46_Left_267/VDD at location (559.016um, 795.404um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_47_Left_268/VDD at location (559.016um, 797.236um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_48_Left_269/VDD at location (559.016um, 805.484um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_49_Left_270/VDD at location (559.016um, 807.316um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_50_Left_271/VDD at location (559.016um, 815.564um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_51_Left_272/VDD at location (559.016um, 817.395um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_52_Left_273/VDD at location (559.016um, 825.644um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_53_Left_274/VDD at location (559.016um, 827.476um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_54_Left_275/VDD at location (559.016um, 835.724um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_55_Left_276/VDD at location (559.016um, 837.556um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_56_Left_277/VDD at location (559.016um, 845.804um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_57_Left_278/VDD at location (559.016um, 847.635um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_58_Left_279/VDD at location (559.016um, 855.884um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_59_Left_280/VDD at location (559.016um, 857.716um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_60_Left_281/VDD at location (559.016um, 865.964um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_61_Left_282/VDD at location (559.016um, 867.795um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_62_Left_283/VDD at location (559.016um, 876.044um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_63_Left_284/VDD at location (559.016um, 877.875um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_64_Left_285/VDD at location (559.016um, 886.124um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_65_Left_286/VDD at location (559.016um, 887.956um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_66_Left_287/VDD at location (559.016um, 896.204um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_67_Left_288/VDD at location (559.016um, 898.035um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_68_Left_289/VDD at location (559.016um, 906.284um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_69_Left_290/VDD at location (559.016um, 908.115um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_70_Left_291/VDD at location (559.016um, 916.364um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_71_Left_292/VDD at location (559.016um, 918.196um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_72_Left_293/VDD at location (559.016um, 926.444um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_73_Left_294/VDD at location (559.016um, 928.275um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_74_Left_295/VDD at location (559.016um, 936.524um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_75_Left_296/VDD at location (559.016um, 938.356um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_76_Left_297/VDD at location (559.016um, 946.604um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_77_Left_298/VDD at location (559.016um, 948.436um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_78_Left_299/VDD at location (559.016um, 956.684um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_79_Left_300/VDD at location (559.016um, 958.515um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_80_Left_301/VDD at location (559.016um, 966.764um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_81_Left_302/VDD at location (559.016um, 968.596um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_82_Left_303/VDD at location (559.016um, 976.844um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_83_Left_304/VDD at location (559.016um, 978.676um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_84_Left_305/VDD at location (559.016um, 986.924um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_85_Left_306/VDD at location (559.016um, 988.755um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_86_Left_307/VDD at location (559.016um, 997.004um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_87_Left_308/VDD at location (559.016um, 998.836um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_88_Left_309/VDD at location (559.016um, 1007.084um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_89_Left_310/VDD at location (559.016um, 1008.915um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_90_Left_311/VDD at location (559.016um, 1017.164um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_91_Left_312/VDD at location (559.016um, 1018.995um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_92_Left_313/VDD at location (559.016um, 1027.244um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_93_Left_314/VDD at location (559.016um, 1029.075um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_94_Left_315/VDD at location (559.016um, 1037.324um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_95_Left_316/VDD at location (559.016um, 1039.156um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_96_Left_317/VDD at location (559.016um, 1047.404um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_97_Left_318/VDD at location (559.016um, 1049.236um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_98_Left_319/VDD at location (559.016um, 1057.484um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_99_Left_320/VDD at location (559.016um, 1059.315um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_100_Left_321/VDD at location (559.016um, 1067.564um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_101_Left_322/VDD at location (559.016um, 1069.396um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_102_Left_323/VDD at location (559.016um, 1077.644um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_103_Left_324/VDD at location (559.016um, 1079.476um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_104_Left_325/VDD at location (559.016um, 1087.724um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_105_Left_326/VDD at location (559.016um, 1089.555um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_106_Left_327/VDD at location (559.016um, 1097.804um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_107_Left_328/VDD at location (559.016um, 1099.636um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_108_Left_329/VDD at location (559.016um, 1107.884um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_109_Left_330/VDD at location (559.016um, 1109.716um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_110_Left_331/VDD at location (559.016um, 1117.964um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_111_Left_332/VDD at location (559.016um, 1119.795um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_112_Left_333/VDD at location (559.016um, 1128.044um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_113_Left_334/VDD at location (559.016um, 1129.876um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_114_Left_335/VDD at location (559.016um, 1138.124um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_115_Left_336/VDD at location (559.016um, 1139.956um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_116_Left_337/VDD at location (559.016um, 1148.204um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_117_Left_338/VDD at location (559.016um, 1150.035um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_118_Left_339/VDD at location (559.016um, 1158.284um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_119_Left_340/VDD at location (559.016um, 1160.116um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_120_Left_341/VDD at location (559.016um, 1168.364um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_121_Left_342/VDD at location (559.016um, 1170.196um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_122_Left_343/VDD at location (559.016um, 1178.444um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_123_Left_344/VDD at location (559.016um, 1180.275um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_124_Left_345/VDD at location (559.016um, 1188.524um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_125_Left_346/VDD at location (559.016um, 1190.355um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_126_Left_347/VDD at location (559.016um, 1198.604um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_127_Left_348/VDD at location (559.016um, 1200.436um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_128_Left_349/VDD at location (559.016um, 1208.684um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_129_Left_350/VDD at location (559.016um, 1210.515um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_130_Left_351/VDD at location (559.016um, 1218.764um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_131_Left_352/VDD at location (559.016um, 1220.595um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_132_Left_353/VDD at location (559.016um, 1228.844um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_133_Left_354/VDD at location (559.016um, 1230.676um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_134_Left_355/VDD at location (559.016um, 1238.924um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_135_Left_356/VDD at location (559.016um, 1240.755um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_136_Left_357/VDD at location (559.016um, 1249.004um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_137_Left_358/VDD at location (559.016um, 1250.835um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_138_Left_359/VDD at location (559.016um, 1259.084um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_139_1_Left_441/VDD at location (559.016um, 1260.916um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_140_1_Left_360/VDD at location (559.016um, 1269.164um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_141_1_Left_361/VDD at location (559.016um, 1270.995um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_142_1_Left_362/VDD at location (559.016um, 1279.244um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_143_1_Left_363/VDD at location (559.016um, 1281.075um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_144_1_Left_364/VDD at location (559.016um, 1289.324um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_145_1_Left_365/VDD at location (559.016um, 1291.156um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_146_1_Left_366/VDD at location (559.016um, 1299.404um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_147_1_Left_367/VDD at location (559.016um, 1301.236um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_148_1_Left_368/VDD at location (559.016um, 1309.484um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_149_1_Left_369/VDD at location (559.016um, 1311.315um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_150_1_Left_370/VDD at location (559.016um, 1319.564um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_151_1_Left_371/VDD at location (559.016um, 1321.396um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_152_1_Left_372/VDD at location (559.016um, 1329.644um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_153_1_Left_373/VDD at location (559.016um, 1331.476um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_154_1_Left_374/VDD at location (559.016um, 1339.724um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_155_1_Left_375/VDD at location (559.016um, 1341.555um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_156_1_Left_376/VDD at location (559.016um, 1349.804um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_157_1_Left_377/VDD at location (559.016um, 1351.636um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_158_1_Left_378/VDD at location (559.016um, 1359.884um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_159_1_Left_379/VDD at location (559.016um, 1361.716um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_160_1_Left_380/VDD at location (559.016um, 1369.964um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_161_1_Left_381/VDD at location (559.016um, 1371.795um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_162_1_Left_382/VDD at location (559.016um, 1380.044um).
[WARNING PSM-0039] Unconnected instance PHY_EDGE_ROW_163_1_Left_383/VDD at location (559.016um, 1381.876um).
